curtime;j1cloudlet;j2cloudlet;j1cloud;j2cloud;curtime;
0.05610051238228113;1;0;0;0
0.12274959057931552;2;0;0;0
0.13060002035194426;2;1;0;0
0.13572391030753433;2;1;1;0
0.17545807971911193;1;1;1;0
0.2762814727023381;1;2;1;0
0.331925504774064;1;2;2;0
0.3433608776517151;1;2;2;1
0.6580343395339365;1;2;2;2
0.7828761044948234;1;2;2;3
0.8575933760825206;0;2;2;3
0.9812469257575409;0;3;2;3
1.0024548878107278;0;3;3;3
1.007462604529476;0;3;4;3
1.0282327396778916;0;3;4;4
1.071057833358029;0;3;4;5
1.1034417804030636;0;3;4;6
1.3686258034459027;0;3;4;7
1.3938378225495875;0;3;4;8
1.5695372634898173;0;3;5;8
1.5899726151324485;0;3;5;9
1.617437678889582;0;3;6;9
1.6584072542228048;0;3;6;8
1.7380555389239094;0;3;5;8
1.810234909136175;0;3;6;8
1.9263129589256436;0;3;7;8
2.1243579771828256;0;2;7;8
2.5292846762192616;0;2;7;7
2.543302170925043;0;3;7;7
2.5720230629479817;0;3;6;7
2.6059505228575155;0;3;7;7
2.7005677310325185;0;3;8;7
2.7114380819399364;0;3;9;7
2.7395867428540313;0;3;9;6
2.8005958339284955;0;3;9;7
2.9335459117766054;0;3;9;8
3.024600020528125;0;3;10;8
3.0639647909763963;0;3;11;8
3.1735159023077655;0;3;12;8
3.181789157511289;0;3;11;8
3.1861934604530626;0;3;11;7
3.2124194308717122;0;3;10;7
3.2943201345295874;0;3;9;7
3.3045731449316325;0;3;10;7
3.3829778564844246;0;3;10;8
3.437353800047902;0;3;10;9
3.4473042024959653;0;3;11;9
3.509666805660473;0;3;10;9
3.514043847984815;0;3;11;9
3.5518768986379197;0;3;10;9
3.6305978563474426;0;3;10;10
3.6816272124520464;0;3;10;9
3.694437664076865;0;3;10;10
3.929643160591345;0;3;11;10
3.9560284364972267;0;3;12;10
4.014857533087022;0;3;12;11
4.110028098629426;0;3;13;11
4.131535021130645;0;3;12;11
4.197349201634015;0;3;12;10
4.204005465183358;0;3;13;10
4.315247713087689;0;3;13;11
4.407931468962336;0;3;14;11
4.421896980641941;0;3;14;10
4.462815355316824;0;3;14;9
4.463460537966157;0;3;14;8
4.556853613000758;0;3;14;9
4.616177162371507;0;3;14;10
4.631575086462778;0;3;14;11
4.6509864697126915;0;3;14;10
4.769651018041744;0;3;15;10
4.769715676020826;0;3;15;11
4.841461072743164;0;3;14;11
4.938819095848568;0;3;13;11
5.013048663549753;0;3;12;11
5.15500766978019;0;3;12;12
5.333210902040973;0;3;11;12
5.341650175491439;0;3;11;13
5.34503444604734;0;3;11;14
5.481138294732381;0;3;11;15
5.5529060339649305;0;3;11;14
5.5761780925584485;0;3;12;14
5.599107897790157;0;3;13;14
5.625165117323236;0;3;12;14
5.670424092054934;0;3;12;15
5.76850812552429;0;3;12;14
5.833679074231217;0;3;12;15
5.888713597967847;0;3;11;15
5.926907404861099;0;2;11;15
5.933044516079721;0;3;11;15
6.004458415762676;0;3;12;15
6.01199367342081;0;3;12;16
6.168419199768423;0;2;12;16
6.272500667451816;0;2;11;16
6.278363100141098;1;2;11;16
6.281705382287961;1;2;11;15
6.396439958235668;1;2;11;16
6.589051700977626;1;2;12;16
6.738706215936537;1;2;11;16
6.754083306307785;1;2;11;15
6.893672877261062;1;1;11;15
6.912552266109982;1;2;11;15
7.018743762548925;1;2;11;16
7.031113615548068;1;2;10;16
7.091799432560523;1;2;11;16
7.156816035821958;1;2;11;17
7.285595294661108;1;2;12;17
7.327361641910207;1;2;11;17
7.456973742484096;1;2;11;16
7.459607646172529;0;2;11;16
7.576702304540384;0;3;11;16
7.580579893835616;0;3;10;16
7.66435332594909;0;3;11;16
7.732267833618935;0;3;12;16
7.758155533564747;0;3;12;17
7.770774878858817;0;3;12;18
7.890649460258658;0;2;12;18
7.897634721936795;0;1;12;18
7.939538309710778;1;1;12;18
8.10050948230919;2;1;12;18
8.114909464452095;2;1;12;19
8.360284508774699;2;0;12;19
8.36701148228895;3;0;12;19
8.368682634150781;2;0;12;19
8.37525234687676;2;1;12;19
8.453640963452475;2;1;12;18
8.612057475864908;2;1;12;17
8.646424186781545;2;1;13;17
8.64778103516878;2;1;12;17
8.708507156020929;2;1;12;16
8.725225743885968;2;1;11;16
8.840201667931465;2;1;11;15
8.84971800007965;2;1;12;15
8.863910378943414;2;1;13;15
8.86475179942147;2;1;12;15
8.886656349504701;2;1;13;15
8.903825144329263;2;1;12;15
8.963434170972874;2;1;12;16
8.9670150750859;2;1;12;17
8.976730430403602;1;1;12;17
8.995508284997037;1;1;11;17
9.064134287870537;2;1;11;17
9.090222411534251;2;1;10;17
9.131785148073071;2;1;11;17
9.143760737991053;2;1;11;18
9.144218134802612;2;1;11;17
9.146496906191228;2;1;11;18
9.213736905222499;2;1;10;18
9.24916170562114;2;1;9;18
9.379986700371283;2;1;9;17
9.469667942137423;2;1;9;16
9.544919754230518;2;1;9;15
9.572462137146903;2;1;9;16
9.613262869946265;2;1;8;16
9.815951275202739;1;1;8;16
9.8680752010348;1;1;8;15
9.869472318905453;1;2;8;15
9.996450820526405;1;2;8;14
10.020426351619385;1;2;8;13
10.06531574576991;1;2;8;12
10.13278160436439;1;2;7;12
10.378516033225855;1;2;8;12
10.425355428702634;1;2;9;12
10.585988424307082;1;2;10;12
10.87027769842927;1;2;10;13
10.93158135843136;0;2;10;13
10.966410660378342;0;2;10;12
11.031234430359813;1;2;10;12
11.053811228973276;1;2;10;11
11.172468757178848;1;2;10;12
11.228760564641224;1;2;11;12
11.23460462281265;1;2;10;12
11.346347353729783;1;2;11;12
11.395315018438867;1;2;11;13
11.420953891198682;1;1;11;13
11.426832651002183;1;2;11;13
11.427394901513214;1;2;11;14
11.475454231168777;1;2;12;14
11.595892832832234;1;2;12;13
11.669881038348068;1;2;12;12
11.747770829001155;1;2;12;13
11.77346931745934;0;2;12;13
11.782839983454227;0;2;11;13
11.918330632525784;1;2;11;13
12.244694223962018;1;2;11;14
12.285255252898631;1;2;11;15
12.370885563917055;1;2;11;14
12.382050455541595;1;2;12;14
12.398844605342276;1;2;12;15
12.469323611676629;1;2;12;16
12.543973144599507;1;2;13;16
12.56274413853676;1;2;13;15
12.572144928925779;1;2;13;14
12.595135345277669;1;2;14;14
12.61382661521209;1;2;14;13
12.623418145617162;1;2;14;14
12.729682642458894;1;2;13;14
12.82426032151449;1;2;13;13
12.858743168319402;1;2;14;13
12.928583184263964;1;2;13;13
12.934660131934715;1;2;13;14
12.967303120860269;1;2;13;15
13.030541409899413;1;2;13;14
13.06715680709079;1;2;12;14
13.113694173027529;1;2;12;15
13.25180895407099;1;2;12;16
13.27851876766609;1;1;12;16
13.296584283101762;1;1;12;15
13.359356317631974;1;2;12;15
13.553551880116974;1;2;12;16
13.556281886872;1;2;12;15
13.577679305522363;1;2;12;14
13.652478714724563;1;2;11;14
13.767455348207509;0;2;11;14
13.781454169327313;0;3;11;14
13.854048029090547;0;3;12;14
13.872258593947343;0;3;12;15
13.877525000207395;0;3;11;15
13.898730766568343;0;3;11;16
13.926104611261282;0;3;11;17
13.954144107014399;0;3;11;16
14.076643573494529;0;3;12;16
14.198214502381969;0;3;12;15
14.26836240688043;0;3;13;15
14.296374074278994;0;3;12;15
14.307982499126277;0;3;12;16
14.546338556390749;0;3;11;16
14.598896571205653;0;3;12;16
14.697038057555979;0;3;11;16
14.73726722950322;0;3;12;16
14.78108298820897;0;3;13;16
14.807655051619133;0;2;13;16
14.896315200708;0;3;13;16
14.900367333073469;0;3;12;16
14.906819829041414;0;3;12;17
14.960472204150303;0;3;12;18
14.994822094341348;0;3;12;19
15.216911469227234;0;3;12;20
15.454321373535695;0;3;12;21
